Column1,Column2,Column3,Column4,Column5,Column6
nm0004456,Clare Kramer,1974,\N,"producer,actress,writer","tt0204946,tt0292644,tt0337953,tt0119360"
nm0004519,Neal Acree,1974,\N,"composer,music_department,soundtrack","tt4332152,tt0472399,tt0433664,tt2288037"
nm0004533,Michal Struss,1975,\N,"animation_department,visual_effects,director","tt0207182,tt7662644,tt0206862,tt2251519"
nm0004534,Francesca Galesi,1972,\N,"miscellaneous,director,writer","tt0325109,tt4209788,tt1398426,tt0251040"
nm0004540,Darren Shahlavi,1972,2015,"actor,stunts,miscellaneous","tt0297181,tt1386932,tt1053424,tt1921064"
nm0004558,George Jesse,1975,\N,"director,editor,producer","tt0230887,tt0251735"
nm0004567,Jen Stivala,1975,\N,"miscellaneous,producer","tt0172495,tt1480656,tt0217630,tt2023587"
nm0004575,Francis Creighton,1972,\N,actor,"tt0100142,tt0109219"
nm0004645,Antonio Sabato Jr.,1972,\N,"actor,producer,director","tt0120609,tt0383010,tt1336621,tt0329589"
nm0004670,Heath Banks,1974,\N,"miscellaneous,production_manager,producer","tt0120903,tt0356618,tt0329717,tt0335559"
nm0004718,Desmond Askew,1972,\N,"actor,archive_footage,archive_sound","tt0139239,tt0201391,tt0454841"
nm0004719,Jennifer Aspen,1973,\N,"actress,producer,writer","tt0419984,tt0247082,tt0413573,tt1327801"
nm0004721,Erykah Badu,1971,\N,"music_artist,actress,music_department","tt0124315,tt0118747,tt7634968,tt0297037"
nm0004723,Tyra Banks,1973,\N,"producer,writer,actress","tt0200550,tt0942385,tt0363307,tt0220506"
nm0004727,Kylie Bax,1975,\N,actress,"tt0204175,tt0179477,tt0192071,tt0199650"
nm0004736,Jason Behr,1973,\N,"actor,soundtrack","tt0201391,tt0391198,tt0461703,tt0118276"
nm0004745,Paulo Benedeti,1975,\N,"actor,writer,producer","tt0044265,tt0120890,tt0092325,tt4837396"
nm0004748,Julie Benz,1972,\N,"actress,producer,soundtrack","tt0773262,tt1600194,tt2189221,tt0462499"
nm0004749,Emily Bergl,1975,\N,"actress,producer","tt0144814,tt0289830,tt2334873,tt0244365"
nm0004753,Leslie Bibb,1973,\N,"actress,producer,soundtrack","tt0371746,tt1197624,tt1129427,tt1228705"
nm0004757,Selma Blair,1972,\N,"actress,archive_footage","tt0139134,tt0167190,tt0253867,tt0411477"
nm0004760,Jennifer Blanc-Biehn,1974,\N,"actress,producer,director","tt0204993,tt2797642,tt3552592,tt1535616"
nm0004763,Mary J. Blige,1971,\N,"music_artist,actress,composer","tt2396589,tt1454029,tt1336608,tt0929632"
nm0004771,Da Brat,1974,\N,"actress,producer,composer","tt0281364,tt0112442,tt0208003,tt0119807"
nm0004778,Adrien Brody,1973,\N,"actor,producer,composer","tt0253474,tt2278388,tt1683526,tt1605783"
nm0004783,Ryan Browning,1974,\N,actor,"tt0245891,tt0261992,tt0118276,tt0366709"
nm0004784,Tony Bui,1973,\N,"writer,producer,director","tt0138874,tt0229002,tt4076980,tt0202128"
nm0004787,Saffron Burrows,1972,\N,"actress,director,producer","tt7335184,tt3502172,tt0200465,tt0332452"
nm0004793,Monica Calhoun,1971,\N,"actress,producer,writer","tt0095801,tt0168501,tt2083355,tt0119905"
nm0004797,Bruno Campos,1973,\N,"actor,soundtrack","tt0780521,tt0361217,tt0156196,tt0416658"
nm0004802,Linda Cardellini,1975,\N,"actress,producer,soundtrack","tt0267913,tt0388795,tt2395427,tt4913966"
nm0004817,Matt Cedeño,1973,\N,"actor,archive_footage","tt3281796,tt3843168,tt2226342"
nm0004822,Melanie C,1974,\N,"actress,composer,music_department","tt0120185,tt0286499,tt8106534,tt0981227"
nm0004823,Scarlett Chorvat,1972,\N,actress,"tt0364725,tt0218864,tt0281865,tt1196134"
nm0004824,China Chow,1974,\N,"actress,producer,archive_sound","tt0120609,tt0283003,tt0192111,tt0384833"
nm0004825,Emmanuelle Chriqui,1975,\N,"actress,producer,archive_footage","tt0295700,tt0960144,tt0214388,tt0348333"
nm0004827,Eddie Cibrian,1973,\N,"actor,archive_footage","tt0402901,tt0118484,tt2083355,tt0197182"
nm0004846,Marisa Coughlan,1974,\N,"actress,writer,producer","tt0247745,tt0240515,tt0133046,tt0265591"
nm0004850,Alexis Cruz,1974,\N,"actor,miscellaneous,archive_footage","tt0111282,tt0123324"
nm0004851,Penélope Cruz,1974,\N,"actress,producer,director","tt0497465,tt0259711,tt1298650,tt0441909"
nm0004856,Carson Daly,1973,\N,"producer,actor,writer","tt0236348,tt0261983,tt1839337,tt0167735"
nm0004866,Amanda De Cadenet,1972,\N,"actress,producer,director","tt0113101,tt0119098,tt0120620,tt0106440"
nm0004875,Taye Diggs,1971,\N,"actor,producer,executive","tt0185371,tt0299658,tt0294870,tt0238380"
nm0004879,Snoop Dogg,1971,\N,"music_artist,actor,producer","tt0139654,tt1860353,tt0255819,tt0335438"
nm0004889,Jermaine Dupri,1972,\N,"actor,composer,music_department","tt0208003,tt0112442,tt0181316,tt0281364"
nm0004896,Eminem,1972,\N,"music_artist,actor,composer","tt0298203,tt1201167,tt1596343,tt0306685"
nm0004898,Omar Epps,1973,\N,"actor,music_department,producer","tt0412142,tt0199725,tt0219653,tt0104573"
nm0004899,Ethan Erickson,1973,\N,actor,"tt0155776,tt1783732,tt0118276,tt0395843"
nm0004906,Peter Facinelli,1973,\N,"actor,producer,director","tt1324999,tt9794630,tt1190689,tt4016454"
nm0004910,David Faustino,1974,\N,"actor,writer,producer","tt0092400,tt1695360,tt1372191,tt1674771"
nm0004914,Fergie,1975,\N,"music_artist,music_department,actress","tt0875034,tt1077258,tt0409182,tt0462322"
nm0004923,Vitamin C,1972,\N,"music_department,actress,miscellaneous","tt0219653,tt0095270,tt0102510,tt0202470"
nm0004930,Scott Foley,1972,\N,"actor,producer,director","tt1837576,tt0134247,tt0460690,tt0134084"
nm0004949,Troy Garity,1973,\N,"actor,producer,miscellaneous","tt2891574,tt3628584,tt1833285,tt0324013"
nm0004950,Jennifer Garner,1972,\N,"actress,producer,director","tt0285333,tt0337563,tt0287978,tt0467406"
nm0004955,Galen Gering,1971,\N,actor,"tt0192917,tt0058796,tt1695746,tt34580526"
nm0004956,Anna Getty,1972,\N,"actress,producer,camera_department","tt0120619,tt0119548,tt0340147,tt0108757"
nm0004960,Sara Gilbert,1975,\N,"producer,writer,actress","tt0105156,tt0094540,tt0100711,tt0200027"
nm0004962,Bill Gilman,1971,\N,"visual_effects,director,writer","tt1650062,tt0796366,tt1856101,tt1483013"
nm0004964,Dale Godboldo,1975,\N,"actor,producer,composer","tt2788432,tt7235466,tt2077823,tt0800369"
nm0004971,Mark-Paul Gosselaar,1974,\N,"actor,producer,director","tt1600199,tt0106079,tt1074206,tt5500158"
nm0004977,Brian Austin Green,1973,\N,"actor,producer,director","tt0098749,tt0366517,tt0078638,tt0851851"
nm0004989,Alyson Hannigan,1974,\N,"actress,producer,soundtrack","tt0118276,tt0163651,tt0460649,tt1605630"
nm0004990,Angie Harmon,1972,\N,"actress,director,producer","tt0313911,tt1551632,tt0098844,tt0479537"
nm0004999,Shawn Hatosy,1975,\N,"actor,director,writer","tt5574490,tt1299368,tt0426883,tt0133751"
nm0005010,Lori Heuring,1973,\N,actress,"tt0166924,tt1564367,tt0305224,tt0926129"
nm0005012,Lauryn Hill,1975,\N,"music_artist,actress,composer","tt0108147,tt8722346,tt0118883,tt10696784"
nm0005013,Iben Hjejle,1971,\N,"actress,writer,archive_footage","tt0146882,tt1034303,tt0164756,tt0282768"
nm0005027,Liza Huber,1975,\N,actress,"tt0192917,tt0284787,tt0138968,tt0426850"
nm0005039,Julio Iglesias Jr.,1973,\N,"actor,soundtrack,archive_footage","tt0166943,tt1371903,tt2078446,tt1387231"
nm0005040,Enrique Iglesias,1975,\N,"music_artist,composer,actor","tt0285823,tt0120891,tt1231587,tt0119141"
nm0005050,Justin Jeffre,1973,\N,"actor,soundtrack,archive_footage","tt0184907,tt0048845,tt0380934,tt0430836"
nm0005067,Tamala Jones,1974,\N,"actress,producer,soundtrack","tt0181316,tt0127723,tt0118750,tt1219024"
nm0005075,Sabine Karsenti,1974,\N,actress,"tt0185183,tt0166425,tt0190577,tt0114448"
nm0005093,Regina King,1971,\N,"actress,director,producer","tt0350258,tt7125860,tt10696784,tt0385307"
nm0005096,Chris Kirkpatrick,1971,\N,"actor,producer,soundtrack","tt0235918,tt4534164,tt0201694,tt0279286"
nm0005097,Bryan Kirkwood,1975,\N,actor,"tt0356159,tt1308745,tt0281432,tt0245866"
nm0005099,Heidi Klum,1973,\N,"producer,actress,writer","tt0437741,tt0327679,tt0196229,tt0457433"
nm0005101,Harmony Korine,1973,\N,"director,writer,actor","tt0119237,tt0113540,tt2101441,tt1488163"
nm0005114,Nick Lachey,1973,\N,"music_artist,actor,writer","tt0380934,tt0374536,tt1401687,tt0158552"
nm0005118,Ali Landry Monteverde,1973,\N,"actress,producer,archive_footage","tt7599146,tt0260320,tt0279750,tt1814790"
nm0005125,Sanaa Lathan,1971,\N,"actress,producer,director","tt0370263,tt0199725,tt0437777,tt3862750"
nm0005133,Priscilla Inga Taylor,1971,\N,"actress,producer,archive_footage","tt6090642,tt0120828,tt0264150,tt2042544"
nm0005138,Kristin Lehman,1972,\N,"actress,producer,director","tt0296572,tt1850397,tt2443340,tt0202677"
nm0005141,Sean Lennon,1975,\N,"actor,composer,writer","tt0369735,tt1322312,tt3727982,tt0095655"
nm0005146,Lisa Leslie,1972,\N,"actress,archive_footage","tt1621045,tt7634968,tt0115101,tt0103488"
nm0005149,Lisa Ling,1973,\N,"producer,actress,writer","tt1862938,tt11188798,tt0123366,tt0247091"
nm0005161,Nick Loeb,1975,\N,"actor,producer,writer","tt8639326,tt1259528,tt0263663,tt7037790"
nm0005168,Jamie Luner,1971,\N,"actress,producer,soundtrack","tt2402061,tt0103491,tt0065272,tt0115346"
nm0005182,Leslie Mann,1972,\N,"actress,archive_footage","tt0478311,tt2203939,tt1758830,tt0119190"
nm0005184,Patricia Manterola,1972,\N,"actress,music_department,producer","tt0124226,tt0420364,tt0811069,tt0473102"
nm0005188,James Marsden,1973,\N,"actor,soundtrack,archive_footage","tt0427327,tt0120903,tt0461770,tt0988595"
nm0005189,Jason Marsden,1975,\N,"actor,producer,director","tt0105958,tt0113198,tt0092359,tt0107120"
nm0005192,Kellie Martin,1975,\N,"actress,producer,director","tt0108757,tt0096635,tt0113198,tt0113008"
nm0005193,Ricky Martin,1971,\N,"music_artist,music_department,actor","tt33053611,tt1322269,tt3469046,tt2788432"
nm0005199,Shalane McCall,1972,\N,"actress,archive_footage","tt0077000,tt0088616,tt0086811,tt0238420"
nm0005201,Catherine McCord,1974,\N,"actress,archive_footage","tt0350028,tt0873886,tt0398017,tt0421206"
nm0005211,Danica McKellar,1975,\N,"actress,producer,writer","tt0094582,tt16150832,tt1641384,tt0200276"
nm0005227,Breckin Meyer,1974,\N,"actor,writer,producer","tt0250687,tt0215129,tt0101917,tt0112697"
nm0005231,Dash Mihok,1974,\N,"actor,director,producer","tt2249007,tt0120863,tt12024308,tt0117509"
nm0005256,Bridget Moynahan,1971,\N,"actress,director,producer","tt0343818,tt1217613,tt0164184,tt0399295"
nm0005262,Billie Myers,1971,\N,"actress,composer,music_department","tt0186975,tt0138063,tt0176579,tt0257019"
nm0005269,Corin Nemec,1971,\N,"actor,producer,writer","tt14226748,tt31394126,tt0460681,tt0118480"
nm0005273,Alessandro Nivola,1972,\N,"actor,producer,executive","tt8110232,tt1800241,tt6108178,tt0119094"
nm0005274,Gena Lee Nolin,1971,\N,"actress,soundtrack,archive_footage","tt0337851,tt0096542,tt0261492,tt0201290"
nm0005278,Jerry O'Connell,1974,\N,"actor,producer,director","tt0092005,tt0112167,tt0257568,tt0120082"
nm0005291,Erika Page White,1975,\N,actress,"tt0062595,tt0115237,tt0115349,tt0058796"
nm0005299,Sarah Paulson,1974,\N,"actress,producer,director","tt2024544,tt8633478,tt1844624,tt6823368"
nm0005302,Austin Peck,1971,\N,"actor,writer,director","tt2261391,tt0203259,tt0058796,tt0048845"
nm0005317,Carlos Ponce,1972,\N,"actor,composer,music_department","tt1078940,tt1436562,tt3079380,tt9362930"
nm0005321,Monica Potter,1971,\N,"actress,producer,archive_footage","tt0844708,tt0129290,tt0387564,tt0164334"
nm0005330,Buddy Quaid,1974,\N,"actor,producer,miscellaneous","tt0092654,tt1232204,tt0160484,tt0167116"
nm0005332,Ingo Rademacher,1971,\N,"actor,archive_footage","tt0056758,tt1712170,tt1600194,tt0243732"
nm0005346,Tara Reid,1975,\N,"actress,producer,soundtrack","tt0163651,tt0369226,tt0118715,tt0283111"
nm0005350,Simon Rex,1974,\N,"actor,producer,writer","tt13453006,tt0306047,tt0795461,tt14858658"
nm0005354,Busta Rhymes,1972,\N,"music_artist,actor,composer","tt0220506,tt0272207,tt0187738,tt0316732"
nm0005355,Alfonso Ribeiro,1971,\N,"actor,director,producer","tt0098800,tt0112015,tt0120891,tt0362404"
nm0005356,Marissa Ribisi,1974,\N,"actress,writer,archive_footage","tt0106677,tt0120789,tt0139668,tt0112572"
nm0005365,Vincent Riverside,1972,\N,actor,"tt1075747,tt0295427,tt0212974,tt0320000"
nm0005376,Kid Rock,1971,\N,"music_artist,actor,composer","tt0245686,tt2106361,tt0325805,tt0326769"
nm0005381,Rebecca Romijn,1972,\N,"actress,producer,soundtrack","tt0120903,tt0280665,tt0290334,tt0376994"
nm0005402,Travis Schuldt,1974,\N,"actor,producer,soundtrack","tt3181822,tt1769363,tt0455960,tt0192917"
nm0005406,William Lee Scott,1973,\N,"actor,writer,archive_footage","tt0289879,tt0187078,tt0132477,tt0213149"
nm0005413,Shanice,1973,\N,"music_department,actress,composer","tt0103859,tt0114148,tt0102789,tt0107563"
nm0005420,Marley Shelton,1974,\N,"actress,archive_footage","tt1077258,tt1028528,tt0151738,tt0258470"
nm0005429,Victoria Silvstedt,1974,\N,"actress,producer,archive_footage","tt0253798,tt0131857,tt1465487,tt0285462"
nm0005438,Jeremy Sisto,1974,\N,"actor,producer,writer","tt0295700,tt0112697,tt0120241,tt0328538"
nm0005440,Kelly Slater,1972,\N,"actor,producer,miscellaneous","tt0423294,tt0203755,tt0096542,tt0245891"
nm0005445,Kerr Smith,1972,\N,"actor,director,archive_footage","tt0195714,tt0118300,tt1179891,tt1442109"
nm0005449,José Solano,1971,\N,"production_manager,actor","tt0096542,tt0373569,tt0249313,tt0495921"
nm0005454,Scott Speedman,1975,\N,"actor,soundtrack,archive_footage","tt0320691,tt0482606,tt2355495,tt0401855"
nm0005462,Leslie Stefanson,1971,\N,actress,"tt0144214,tt0269347,tt0217869,tt6823368"
nm0005463,Heather Stephens,1975,\N,"actress,archive_sound","tt0116922,tt0118928,tt0246989,tt0120519"
nm0005476,Hilary Swank,1974,\N,"actress,producer,soundtrack","tt0405159,tt0171804,tt0431308,tt2398231"
nm0005478,Larenz Tate,1975,\N,"actor,producer,director","tt0375679,tt0119572,tt0350258,tt0107554"
nm0005485,Tiffani Thiessen,1974,\N,"actress,producer,director","tt6916746,tt1358522,tt13540190,tt11032396"
nm0005496,Heather Tom,1975,\N,"actress,director,producer","tt0092325,tt0069658,tt0805669,tt0062595"
nm0005513,Alanna Ubach,1975,\N,"actress,producer,director","tt6394270,tt2380307,tt8772296,tt2817246"
nm0005517,Gabrielle Union,1972,\N,"actress,producer,soundtrack","tt0204946,tt0172156,tt0147800,tt0301181"
nm0005520,Amber Valletta,1974,\N,"actress,producer,archive_footage","tt1034032,tt0386588,tt0455760,tt0388482"
nm0005527,Sofía Vergara,1972,\N,"actress,producer,soundtrack","tt2967224,tt1442437,tt2883512,tt0383010"
nm0005528,Scott Vickaryous,1975,\N,"actor,archive_footage","tt0124934,tt0212662,tt0202402,tt0337114"
nm0005538,Barry Watson,1974,\N,"actor,miscellaneous,director","tt0115083,tt0357507,tt0133046,tt0279781"
nm0005541,Marlon Wayans,1972,\N,"actor,writer,producer","tt0381707,tt0430304,tt0116126,tt1046173"
nm0005543,Victor Webster,1973,\N,actor,"tt6143796,tt3086386,tt0986263,tt0305669"
nm0005548,Joel West,1975,\N,"actor,producer,writer","tt0313043,tt0813715,tt0058796,tt1618390"
nm0005550,Bryan White,1974,\N,"actor,soundtrack","tt0120800,tt0120366,tt1635327,tt0086995"
nm0005560,Robbie Williams,1974,\N,"music_artist,actor,composer","tt0053494,tt0120735,tt0183790,tt1509767"
nm0005561,Luke Wilson,1971,\N,"actor,producer,director","tt0302886,tt0265666,tt0115734,tt0452702"
nm0005576,Drea de Matteo,1972,\N,"actress,writer,director","tt0141842,tt0398712,tt0244244,tt2402101"
nm0005577,Portia de Rossi,1973,\N,"actress,producer,soundtrack","tt0367279,tt0120082,tt0257516,tt0145531"
nm0005582,Tammy Lynn Michaels,1974,\N,actress,"tt0202748,tt0337953,tt0330251,tt0305472"
nm0005609,Stephan Puchner,1971,\N,"writer,director,miscellaneous","tt0232681,tt0190400,tt27042638,tt0207198"
nm0005616,Aaron Woodley,1971,\N,"director,writer,editor","tt3228088,tt0177349,tt0326065,tt0281821"
nm0005624,Carlos Salces,1972,\N,"director,writer,producer","tt0154450,tt0365967,tt0109265,tt29106482"
nm0006379,Axel Melzener,1975,\N,"writer,composer,actor","tt11533852,tt0138956,tt5293310,tt0115088"
nm0006413,Pamela Lyn Weiss,1972,\N,"miscellaneous,art_department,assistant_director","tt0120890,tt1904996,tt0119223,tt0388482"
nm0006418,Peter Alderliesten,1972,\N,"editor,editorial_department","tt0314502,tt4610378,tt0468644,tt3765078"
nm0006419,Claudette Mink,1971,\N,actress,"tt0489664,tt0338337,tt0476995,tt1085251"
nm0006433,Karisma Kapoor,1974,\N,"actress,music_department,archive_footage","tt0118983,tt0255713,tt0248012,tt0331639"
nm0006477,Paul McGuigan,1971,\N,"actor,archive_footage","tt32351406,tt32351419,tt15091500"
nm0006500,Warren Cronin,1971,\N,"location_management,assistant_director,actor","tt1998372,tt11999520,tt0250687,tt0213790"
nm0006513,Kyle LeMire,1973,\N,"assistant_director,miscellaneous,production_manager","tt5710514,tt1307068,tt1869716,tt0898367"
nm0006514,Jeroen de Bruin,1971,\N,"cinematographer,camera_department","tt2114358,tt8747308,tt2542368,tt0118588"
nm0006562,Asia Carrera,1973,\N,"actress,director,writer","tt0160005,tt0234681,tt0190811,tt0190261"
nm0006569,René de Haan,1974,\N,"camera_department,miscellaneous","tt0205738,tt1223980,tt0113059,tt0114701"
nm0006584,Kevin C. Murray,1971,\N,"editor,director,special_effects","tt0756599,tt5186672,tt0234951,tt1948500"
nm0006611,Philipp Clarin,1975,\N,"director,assistant_director,writer","tt0458404,tt0243225,tt0243119,tt2872306"
nm0006617,Soraya Sala,1972,\N,actress,"tt0120883,tt0338476,tt0265188,tt0355029"
nm0006641,Joubin Mortazavi,1973,\N,"editor,producer,editorial_department","tt0239195,tt0116361,tt0224451,tt0243327"
nm0006647,Nicolina Servello,1971,\N,"miscellaneous,producer,production_manager","tt0187995,tt0120779,tt0331464,tt0803091"
nm0006648,Arielle Tepper Madover,1972,\N,"producer,miscellaneous,executive","tt9357050,tt1703957,tt0175414,tt0174666"
nm0006663,Enrique Murciano,1973,\N,"actor,producer","tt0321021,tt0265086,tt0120179,tt0385307"
nm0006683,Vince Jolivette,1971,\N,"producer,actor,writer","tt5439812,tt3521126,tt2101441,tt2479800"
nm0006688,Clinton Wayne,1974,\N,"make_up_department,miscellaneous,executive","tt0796366,tt0149261,tt0993840,tt0295701"
nm0006689,Preity G Zinta,1975,\N,"actress,producer,writer","tt0420332,tt0254481,tt0323013,tt0347304"
nm0006691,Damon Collazo,1973,\N,"casting_department,producer,casting_director","tt0120786,tt1400265,tt3344404,tt1865663"
nm0006712,Crispian Belfrage,1971,\N,"actor,producer,stunts","tt3090110,tt4520364,tt0123215,tt1219024"
nm0006719,Cat Stone,1972,\N,"miscellaneous,actress,producer","tt4236770,tt14539740,tt6343314,tt13443470"
nm0006721,Susan May Pratt,1974,\N,"actress,soundtrack,archive_footage","tt0147800,tt0164114,tt0470055,tt4178092"
nm0006764,Sonali Kulkarni,1974,\N,"actress,archive_footage","tt0292490,tt0361411,tt0476884,tt0248185"
nm0006791,Benjamin Herrmann,1971,\N,"producer,director,writer","tt4005402,tt0250258,tt0424205,tt0119232"
nm0006801,Antoine Monot Jr.,1975,\N,"actor,producer,director","tt3042408,tt0250258,tt0081860,tt0806910"
nm0006843,Ron Smith,1974,\N,"manager,producer,writer","tt0058796,tt7241654,tt7461372"
